psu,finwgt,stratum,Q1,Q2,Q3,ECIGT,ECIGAR,ESLT,EELCIGT,EHOOKAH,EROLLCIGTS,EPIPE,ESNUS,EDISSOLV,EBIDIS,EHTP,CCIGT,CCIGAR,CSLT,CELCIGT,CHOOKAH,CROLLCIGTS,CPIPE,CSNUS,CDISSOLV,CBIDIS,CHTP,Q40,Q62A,Q62B,Q62C,Q62D,Q62E,Q62F,Q62G
58123,159.20548355,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,8,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,221.29048112,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,159.20548355,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,159.20548355,HR4,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,221.29048112,HR4,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,233.78997809,HR4,7,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,6,1,4,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,159.20548355,HR4,7,2,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,159.20548355,HR4,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,159.20548355,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,159.20548355,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,159.20548355,HR4,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,6,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,150.69361971,HR4,8,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,159.20548355,HR4,7,2,4,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,1
58123,159.20548355,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,10,1,7,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,10,1,7,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,155.3700421,HR4,7,2,5,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,.N,NA,NA,NA,NA,1,NA,NA
58123,94.789282885,HR4,9,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,155.3700421,HR4,7,2,5,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,9,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,142.45402355,HR4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,9,1,7,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,8,1,NA,NA,NA,NA,1,NA
58123,142.45402355,HR4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,64.4082019,HR4,9,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,65.153821328,HR4,9,1,6,1,1,2,1,1,1,2,1,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,11,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,65.153821328,HR4,8,1,6,1,1,2,1,2,2,1,M,2,2,M,2,2,2,2,2,2,M,M,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,65.153821328,HR4,9,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,10,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,65.153821328,HR4,9,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,70.356553437,HR4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,65.153821328,HR4,9,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,70.356553437,HR4,9,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,65.153821328,HR4,9,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,65.153821328,HR4,8,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,70.356553437,HR4,9,2,6,1,1,2,1,2,2,2,M,1,2,2,2,2,2,2,2,2,2,M,M,2,2,.S,NA,NA,NA,NA,NA,1,NA
58123,65.153821328,HR4,9,1,6,1,1,2,2,2,2,2,2,2,2,M,1,1,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,70.356553437,HR4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,70.356553437,HR4,9,2,6,1,1,2,1,1,2,2,2,2,2,M,1,1,2,1,1,2,2,2,2,2,2,5,1,NA,NA,NA,NA,NA,NA
58123,70.356553437,HR4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,65.153821328,HR4,9,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,10,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,64.4082019,HR4,10,2,7,2,2,2,1,2,M,M,M,M,M,M,2,2,2,1,2,2,2,2,2,2,1,1,.S,.S,.S,.S,.S,.S,.S
58123,64.4082019,HR4,10,2,7,1,1,2,1,2,2,2,2,2,2,M,2,2,2,1,2,2,2,2,2,2,2,8,NA,NA,1,NA,NA,1,NA
58123,64.4082019,HR4,9,2,7,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,9,1,7,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,9,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,9,1,7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,64.4082019,HR4,9,2,7,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,70.356553437,HR4,9,2,6,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,64.4082019,HR4,11,2,7,2,1,2,1,2,M,M,1,2,1,M,2,2,2,2,2,M,M,M,2,M,2,.S,1,NA,NA,NA,1,1,NA
58123,51.724942379,HR4,10,1,7,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,64.4082019,HR4,9,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,9,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,9,1,7,1,1,2,1,1,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,10,1,7,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA
58123,64.4082019,HR4,10,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,11,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,51.724942379,HR4,10,1,7,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,.S,.S,.S,.S,.S,.S,.S
58123,64.4082019,HR4,10,2,7,1,2,2,1,1,2,1,2,2,M,M,1,2,2,1,1,2,M,2,2,M,1,8,NA,NA,NA,1,NA,NA,NA
58123,1286.315401,HR4,7,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,.S,.S,.S,.S,.S,.S,.S
58123,2755.6409429,HR4,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1876.5267544,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1876.5267544,HR4,6,1,4,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1876.5267544,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1876.5267544,HR4,6,1,4,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,NA,NA,NA,NA,NA,NA
58123,1286.315401,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,6,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1876.5267544,HR4,7,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,7,2,4,2,2,2,1,2,2,2,2,2,2,M,2,2,2,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,1,NA,NA
58123,1286.315401,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1876.5267544,HR4,7,1,4,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1
58123,1270.7632665,HR4,6,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1876.5267544,HR4,7,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1876.5267544,HR4,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,8,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,7,1,5,1,2,2,1,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,7,1,5,1,1,1,1,1,2,1,M,2,2,1,1,1,1,1,1,2,M,M,2,2,1,4,.N,.N,.N,.N,.N,.N,.N
58123,837.53301825,HR4,7,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,8,2,5,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1913.5843889,HR4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,8,1,5,1,1,2,1,2,2,2,1,2,2,M,2,1,2,2,2,2,2,2,2,2,2,.S,1,NA,NA,NA,NA,NA,NA
58123,837.53301825,HR4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,8,1,8,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,1
58123,837.53301825,HR4,8,1,5,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,1
58123,1135.9550501,HR4,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,8,1,5,1,2,2,1,2,2,1,2,2,M,M,2,2,2,2,2,2,M,2,2,M,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,8,NA,NA,NA,NA,NA,1,NA
58123,1135.9550501,HR4,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,9,2,5,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,8,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,8,1,5,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,8,2,5,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,8,NA,NA,1,NA,NA,1,1
58123,1135.9550501,HR4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1286.315401,HR4,8,2,4,1,1,2,1,2,2,2,2,2,2,M,2,1,2,1,2,2,2,2,2,2,2,3,NA,NA,NA,1,NA,NA,NA
58123,837.53301825,HR4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,7,2,5,1,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,837.53301825,HR4,7,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,.S,.S,.S,.S,.S,.S,.S
58123,1135.9550501,HR4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,8,1,6,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,.S,NA,NA,1,NA,NA,NA,NA
58123,884.54491103,HR4,9,1,6,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,NA
58123,1017.1476072,HR4,8,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,9,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,8,2,6,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,9,1,6,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1442.9655719,HR4,9,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1659.2814683,HR4,10,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,8,1,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,1,NA,NA,1,NA
58123,1135.9550501,HR4,.N,.N,.N,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,9,1,6,1,1,2,1,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,8,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1143.8801483,HR4,8,1,6,1,2,2,2,1,2,2,2,2,2,M,1,2,2,2,1,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,8,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,8,2,6,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,8,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,8,1,6,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,1
58123,1017.1476072,HR4,9,2,6,1,2,2,2,1,1,1,2,2,2,M,2,2,2,2,1,2,2,2,2,2,2,.S,NA,NA,1,NA,1,NA,NA
58123,884.54491103,HR4,10,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,9,1,6,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,8,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,970.59460342,HR4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,9,1,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,8,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.54491103,HR4,8,1,6,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,1017.1476072,HR4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,964.79871312,HR4,10,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
58123,884.79123759,HR4,9,1,7,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,NA,NA,1,NA,NA,NA,NA
58123,1263.5291193,HR4,10,1,7,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA
58123,884.79123759,HR4,10,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
